15000	1	data/samples/email/src/maildir/dasovich-j/all_documents/3512.
15000	1	data/samples/email/src/maildir/dasovich-j/notes_inbox/1704.
15000	1	data/samples/email/src/maildir/farmer-d/deleted_items/365.
15000	1	data/samples/email/src/maildir/whalley-l/all_documents/654.
15000	1	data/samples/email/src/maildir/whalley-l/discussion_threads/522.
15000	1	data/samples/email/src/maildir/whalley-l/notes_inbox/311.
14400	1	data/samples/email/src/maildir/dasovich-j/all_documents/2357.
14400	1	data/samples/email/src/maildir/dasovich-j/notes_inbox/950.
14400	1	data/samples/email/src/maildir/kaminski-v/_sent_mail/114.
14400	1	data/samples/email/src/maildir/kaminski-v/all_documents/288.
14400	1	data/samples/email/src/maildir/kaminski-v/discussion_threads/4036.
14400	1	data/samples/email/src/maildir/kaminski-v/sent/114.
14400	1	data/samples/email/src/maildir/kaminski-v/sent_items/656.
12600	1	data/samples/email/src/maildir/cash-m/deleted_items/316.
12400	1	data/samples/email/src/maildir/kitchen-l/_americas/gas/24.
12400	1	data/samples/email/src/maildir/rodrique-r/all_documents/283.
12400	1	data/samples/email/src/maildir/rodrique-r/discussion_threads/293.
12400	1	data/samples/email/src/maildir/rodrique-r/file/7.
11000	1	data/samples/email/src/maildir/beck-s/inbox/195.
11000	1	data/samples/email/src/maildir/beck-s/inbox/198.
11000	1	data/samples/email/src/maildir/beck-s/inbox/199.
11000	1	data/samples/email/src/maildir/donohoe-t/_sent_mail/6.
11000	1	data/samples/email/src/maildir/donohoe-t/all_documents/192.
11000	1	data/samples/email/src/maildir/donohoe-t/discussion_threads/2.
11000	1	data/samples/email/src/maildir/donohoe-t/sent/6.
11000	1	data/samples/email/src/maildir/fischer-m/all_documents/162.
11000	1	data/samples/email/src/maildir/fischer-m/notes_inbox/246.
11000	1	data/samples/email/src/maildir/germany-c/_sent_mail/877.
11000	1	data/samples/email/src/maildir/germany-c/all_documents/1001.
11000	1	data/samples/email/src/maildir/germany-c/bankrupt/35.
11000	1	data/samples/email/src/maildir/germany-c/sent/607.
11000	1	data/samples/email/src/maildir/germany-c/sent_items/559.
11000	1	data/samples/email/src/maildir/germany-c/sent_items/560.
11000	1	data/samples/email/src/maildir/germany-c/sent_items/572.
11000	1	data/samples/email/src/maildir/hodge-j/_sent_mail/4.
11000	1	data/samples/email/src/maildir/hodge-j/inbox/91.
11000	1	data/samples/email/src/maildir/hodge-j/sent_items/4.
11000	1	data/samples/email/src/maildir/jones-t/all_documents/9278.
11000	1	data/samples/email/src/maildir/jones-t/all_documents/9322.
11000	1	data/samples/email/src/maildir/jones-t/sent/5575.
11000	1	data/samples/email/src/maildir/jones-t/sent/5615.
11000	1	data/samples/email/src/maildir/kitchen-l/_americas/esvl/141.
11000	1	data/samples/email/src/maildir/kitchen-l/_americas/netco_canada/12.
11000	1	data/samples/email/src/maildir/kitchen-l/inbox/141.
11000	1	data/samples/email/src/maildir/kitchen-l/inbox/142.
11000	1	data/samples/email/src/maildir/kitchen-l/sent_items/437.
11000	1	data/samples/email/src/maildir/lokay-m/enron_t_s/175.
11000	1	data/samples/email/src/maildir/rodrique-r/_sent_mail/142.
11000	1	data/samples/email/src/maildir/rodrique-r/_sent_mail/660.
11000	1	data/samples/email/src/maildir/rodrique-r/all_documents/147.
11000	1	data/samples/email/src/maildir/rodrique-r/all_documents/726.
11000	1	data/samples/email/src/maildir/rodrique-r/discussion_threads/73.
11000	1	data/samples/email/src/maildir/rodrique-r/sent/142.
11000	1	data/samples/email/src/maildir/rodrique-r/sent/660.
11000	1	data/samples/email/src/maildir/smith-m/sent_items/146.
11000	1	data/samples/email/src/maildir/taylor-m/all_documents/3358.
11000	1	data/samples/email/src/maildir/taylor-m/all_documents/7678.
11000	1	data/samples/email/src/maildir/taylor-m/all_documents/949.
11000	1	data/samples/email/src/maildir/taylor-m/inbox/382.
11000	1	data/samples/email/src/maildir/taylor-m/inbox/social/61.
11000	1	data/samples/email/src/maildir/taylor-m/notes_inbox/1522.
11000	1	data/samples/email/src/maildir/taylor-m/notes_inbox/2513.
11000	1	data/samples/email/src/maildir/taylor-m/sent/673.
11000	1	data/samples/email/src/maildir/taylor-m/sent_items/569.
11000	1	data/samples/email/src/maildir/ward-k/sent_items/60.
10800	1	data/samples/email/src/maildir/horton-s/all_documents/141.
10800	1	data/samples/email/src/maildir/horton-s/discussion_threads/133.
10600	1	data/samples/email/src/maildir/bass-e/all_documents/456.
10600	1	data/samples/email/src/maildir/bass-e/all_documents/492.
10600	1	data/samples/email/src/maildir/bass-e/all_documents/643.
10600	1	data/samples/email/src/maildir/bass-e/discussion_threads/631.
10600	1	data/samples/email/src/maildir/bass-e/discussion_threads/782.
10600	1	data/samples/email/src/maildir/bass-e/discussion_threads/817.
10600	1	data/samples/email/src/maildir/bass-e/notes_inbox/384.
10600	1	data/samples/email/src/maildir/bass-e/notes_inbox/414.
10600	1	data/samples/email/src/maildir/bass-e/notes_inbox/542.
10600	1	data/samples/email/src/maildir/campbell-l/all_documents/1184.
10600	1	data/samples/email/src/maildir/campbell-l/discussion_threads/1060.
10600	1	data/samples/email/src/maildir/campbell-l/notes_inbox/116.
10600	1	data/samples/email/src/maildir/carson-m/deleted_items/366.
10600	1	data/samples/email/src/maildir/cuilla-m/all_documents/38.
10600	1	data/samples/email/src/maildir/cuilla-m/discussion_threads/139.
10600	1	data/samples/email/src/maildir/cuilla-m/notes_inbox/10.
10600	1	data/samples/email/src/maildir/dasovich-j/deleted_items/816.
10600	1	data/samples/email/src/maildir/dean-c/all_documents/117.
