14100	0	data/samples/email/src/maildir/watson-k/inbox/77.
9500	0	data/samples/email/src/maildir/watson-k/sent_items/174.
8000	0	data/samples/email/src/maildir/tycholiz-b/inbox/112.
6600	0	data/samples/email/src/maildir/kaminski-v/sent_items/2644.
6380	0	data/samples/email/src/maildir/bass-e/all_documents/269.
6380	0	data/samples/email/src/maildir/bass-e/discussion_threads/1003.
6380	0	data/samples/email/src/maildir/bass-e/notes_inbox/223.
6320	0	data/samples/email/src/maildir/ruscitti-k/inbox/19.
5680	0	data/samples/email/src/maildir/heard-m/inbox/master_netting/230.
4580	0	data/samples/email/src/maildir/nemec-g/all_documents/260.
4580	0	data/samples/email/src/maildir/nemec-g/sent/255.
4560	0	data/samples/email/src/maildir/baughman-d/inbox/179.
4560	0	data/samples/email/src/maildir/kitchen-l/deleted_items/149.
4320	0	data/samples/email/src/maildir/lewis-a/all_documents/35.
4320	0	data/samples/email/src/maildir/lewis-a/discussion_threads/135.
4320	0	data/samples/email/src/maildir/lewis-a/notes_inbox/27.
4280	0	data/samples/email/src/maildir/hyvl-d/all_documents/1574.
4280	0	data/samples/email/src/maildir/hyvl-d/sent/594.
4280	0	data/samples/email/src/maildir/nemec-g/all_documents/6437.
4280	0	data/samples/email/src/maildir/nemec-g/notes_inbox/1170.
4140	0	data/samples/email/src/maildir/cash-m/inbox/222.
4120	0	data/samples/email/src/maildir/fossum-d/_sent_mail/926.
4120	0	data/samples/email/src/maildir/fossum-d/all_documents/1440.
4120	0	data/samples/email/src/maildir/fossum-d/discussion_threads/1015.
4120	0	data/samples/email/src/maildir/fossum-d/sent/999.
3920	0	data/samples/email/src/maildir/dasovich-j/all_documents/11237.
3920	0	data/samples/email/src/maildir/dasovich-j/notes_inbox/4188.
3920	0	data/samples/email/src/maildir/kitchen-l/_americas/netco_restart/36.
3800	0	data/samples/email/src/maildir/lavorato-j/old_inbox/35.
3720	0	data/samples/email/src/maildir/dasovich-j/all_documents/8681.
3720	0	data/samples/email/src/maildir/dasovich-j/notes_inbox/5594.
3320	0	data/samples/email/src/maildir/heard-m/inbox/master_netting/232.
3320	0	data/samples/email/src/maildir/steffes-j/sent_items/689.
3260	0	data/samples/email/src/maildir/mckay-b/inbox/51.
3240	0	data/samples/email/src/maildir/lenhart-m/all_documents/2979.
3240	0	data/samples/email/src/maildir/lenhart-m/discussion_threads/632.
3240	0	data/samples/email/src/maildir/lenhart-m/inbox/1.
3240	0	data/samples/email/src/maildir/lenhart-m/inbox/3.
3240	0	data/samples/email/src/maildir/lenhart-m/notes_inbox/34.
3240	0	data/samples/email/src/maildir/mclaughlin-e/deleted_items/310.
3240	0	data/samples/email/src/maildir/mclaughlin-e/private_folders/personal_stuff/51.
3200	0	data/samples/email/src/maildir/allen-p/inbox/64.
3060	0	data/samples/email/src/maildir/blair-l/deleted_items/539.
3020	0	data/samples/email/src/maildir/allen-p/deleted_items/46.
3020	0	data/samples/email/src/maildir/ermis-f/inbox/182.
3020	0	data/samples/email/src/maildir/gay-r/deleted_items/9.
3020	0	data/samples/email/src/maildir/tholt-j/inbox/41.
3000	0	data/samples/email/src/maildir/allen-p/deleted_items/445.
3000	0	data/samples/email/src/maildir/allen-p/inbox/63.
3000	0	data/samples/email/src/maildir/allen-p/inbox/87.
2920	0	data/samples/email/src/maildir/shackleton-s/all_documents/10218.
2920	0	data/samples/email/src/maildir/shackleton-s/notes_inbox/2677.
2920	0	data/samples/email/src/maildir/smith-m/_sent_mail/198.
2920	0	data/samples/email/src/maildir/smith-m/all_documents/248.
2920	0	data/samples/email/src/maildir/smith-m/all_documents/42.
2920	0	data/samples/email/src/maildir/smith-m/discussion_threads/21.
2920	0	data/samples/email/src/maildir/smith-m/discussion_threads/89.
2920	0	data/samples/email/src/maildir/smith-m/sent/31.
