Win.Alphabet.SAMPLE-1;Engine:51-255,Target:1;0|1;09afcdeb1928374650123457890abcde;0123498765423afedc
Dlp.sit-defn-aba-routing.kw00.fwd;Engine:81-255,Target:0;0;/\x20aba\x20number\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw00.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20aba\x20number\x20/s
Dlp.sit-defn-aba-routing.kw01.fwd;Engine:81-255,Target:0;0;/\x20aba\x23\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw01.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20aba\x23\x20/s
Dlp.sit-defn-aba-routing.kw02.fwd;Engine:81-255,Target:0;0;/\x20aba\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw02.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20aba\x20/s
Dlp.sit-defn-aba-routing.kw03.fwd;Engine:81-255,Target:0;0;/\x20abarouting\x23\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw03.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20abarouting\x23\x20/s
Dlp.sit-defn-aba-routing.kw04.fwd;Engine:81-255,Target:0;0;/\x20abaroutingnumber\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw04.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20abaroutingnumber\x20/s
Dlp.sit-defn-aba-routing.kw05.fwd;Engine:81-255,Target:0;0;/\x20americanbankassociationr\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw05.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20americanbankassociationr\x20/s
Dlp.sit-defn-aba-routing.kw06.fwd;Engine:81-255,Target:0;0;/\x20bankrouting\x23\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw06.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20bankrouting\x23\x20/s
Dlp.sit-defn-aba-routing.kw07.fwd;Engine:81-255,Target:0;0;/\x20bankroutingnumber\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw07.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20bankroutingnumber\x20/s
Dlp.sit-defn-aba-routing.kw08.fwd;Engine:81-255,Target:0;0;/\x20routing\x20\x23\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw08.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20routing\x20\x23\x20/s
Dlp.sit-defn-aba-routing.kw09.fwd;Engine:81-255,Target:0;0;/\x20routing\x20no\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw09.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20routing\x20no\x20/s
Dlp.sit-defn-aba-routing.kw10.fwd;Engine:81-255,Target:0;0;/\x20routing\x20number\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw10.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20routing\x20number\x20/s
Dlp.sit-defn-aba-routing.kw11.fwd;Engine:81-255,Target:0;0;/\x20routing\x20transit\x20number\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw11.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20routing\x20transit\x20number\x20/s
Dlp.sit-defn-aba-routing.kw12.fwd;Engine:81-255,Target:0;0;/\x20routing\x23\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw12.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20routing\x23\x20/s
Dlp.sit-defn-aba-routing.kw13.fwd;Engine:81-255,Target:0;0;/\x20RTN\x20.{0,300}(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9]/s
Dlp.sit-defn-aba-routing.kw13.bwd;Engine:81-255,Target:0;0;/(0[0-9]|1[0-2]|2[1-9]|3[0-2]|6[1-9]|7[0-2]|80)[0-9]{2}\x2D?[0-9]{4}\x2D?[0-9].{0,300}\x20RTN\x20/s
Dlp.sit-defn-argentina-national-identity-numbers.kw00.fwd;Engine:81-255,Target:0;0;/\x20Argentina\x20National\x20Ident\x20.{0,300}[0-9]{2}\x2E?[0-9]{3}\x2E?[0-9]{3}/s
Dlp.sit-defn-argentina-national-identity-numbers.kw00.bwd;Engine:81-255,Target:0;0;/[0-9]{2}\x2E?[0-9]{3}\x2E?[0-9]{3}.{0,300}\x20Argentina\x20National\x20Ident\x20/s
Dlp.sit-defn-argentina-national-identity-numbers.kw01.fwd;Engine:81-255,Target:0;0;/\x20cedula\x20.{0,300}[0-9]{2}\x2E?[0-9]{3}\x2E?[0-9]{3}/s
